feature,Baruch_2021,Davar_2021,Frankel_2017,Gopalakrishnan_2019,Lee_2022,Matson_2019,Spencer_2021,mean
K02662,0.00012515488991563648,2.3568194828846156e-05,0.0004196596127449357,0.012272392412483152,5.744839654140094e-05,0.003717156634215428,0.0022605868700058367,0.0026965667158193193
K03204,0.0,0.0,0.0,0.0,0.0,0.018624063179465623,0.0,0.0026605804542093746
K07008,0.005037721626321112,0.0,0.007225203962914028,0.0,0.006308008507242391,0.0,0.0,0.002652990585211076
K06044,0.0,0.0,0.00046206916694857135,0.0,0.00028332473687956827,0.015111748332949834,0.0024681266874842767,0.0026178955606088925
K19060,0.007362225170899366,0.003970961091779819,0.0006048043653865939,0.0053573475149879595,0.0,0.00033772549544367386,0.000661026055606878,0.0026134413848720416
K07780,0.0,0.0065959352828643125,0.0,0.010783489704488157,0.0002194588528480253,5.914847763996181e-06,0.0006437068985100818,0.0026069293694963675
K19424,0.0,0.0,0.008438975123581348,0.0,0.009547927330991066,0.0,0.0,0.0025695574935103447
K05574,0.0,2.311416551846114e-05,0.0,0.0108466855699167,0.0,0.0022826102051229807,0.004684866564899774,0.0025481823579225596
K22305,0.010237055839444233,0.0,0.00023820130762268346,0.00018845404194588658,0.004016191350549654,2.4191531378603743e-05,0.002896669027944304,0.002514394728412195
K17869,0.0,0.0,0.0054427187696785995,0.0,0.004294860646346668,0.006437575452745541,0.0010368556320999552,0.0024588586429815378
K08652,0.01607378818499634,0.0,0.0,0.0,0.00025983931298756527,5.420657861177853e-06,0.0007190456476763239,0.002436870543360201
K12256,0.0,6.242496681502342e-05,0.00022720206674354062,0.00174020310281641,5.387406994076498e-06,0.014797184763469471,0.00021833620402378017,0.0024358197872660432
K10938,0.005652766306934117,0.0,0.0003197214505727646,0.0,0.0008159259683910822,0.01025478246848797,0.0,0.002434742313483705
K21473,0.008307183367134596,0.0,0.001599200157451548,0.0,0.007098963425378289,0.0,0.0,0.002429335278566348
K11016,0.0,1.163450292852193e-05,0.0,0.0,0.0003753812122074777,0.015806717593093243,0.0007141592083798778,0.002415413216658446
K02666,0.0,0.0,0.0,0.0,0.0006346511609227971,0.0161654813989077,1.1280682097349908e-05,0.0024016304631325493
K19278,0.0,0.016774288531321634,0.0,0.0,0.0,0.0,0.0,0.0023963269330459476
K06610,0.0,0.0,0.0006006741273002591,0.0,0.010756327821466247,0.0044847801303570115,0.0009167837964815401,0.0023940808393721515
K16922,0.0,0.0,0.003079814045943302,0.0,0.005055597443495248,0.008456107411707138,0.0,0.002370216985877955
K12536,0.0,0.0004196501420206822,0.0,0.013001920766896992,0.00018386988969097435,5.315097982522075e-06,0.0029327631590059453,0.002363359865085302
K18303,0.011793097499860988,0.0,0.0007918892140066353,0.0,0.00042202147020243863,0.0007180018251804252,0.0026643972909759306,0.0023413439000323456
K06977,0.0,0.0,0.003292680727981015,0.0,0.00702036913733081,0.0007756537493048178,0.005162945376575754,0.0023216641415989138
K07734,0.0,0.0,0.0,0.0,0.0006677711702990256,0.015554349737028348,0.0,0.0023174458439039103
K20323............Tight,0.0,0.0,0.0,0.0,0.007982688659048392,0.008131776254155664,0.0,0.002302066416172008
K11059,0.0,0.0,0.015340726768250207,0.0,0.0007581107290086736,0.0,0.0,0.00229983392817984
K19231,0.0,0.0,0.0,0.0,0.007065739433886192,0.0,0.00898128100606136,0.002292431491421079
K21832,0.0,0.0,0.0,0.00751062827164638,0.0006640016937373682,0.0,0.007868556728372169,0.002291883813393702
K01780,0.0,0.00018765320651193817,0.0055142597691907646,0.0,2.04235616989308e-05,0.009980710281963701,5.8216194411605195e-06,0.002244124062686642
K03416,0.0003601122908458413,0.0,0.015076539296663907,0.0,0.00021923816138680113,0.0,0.0,0.0022365556784137925
K07318,0.0,0.012675670880733975,0.0027587219118786212,3.877140444098077e-05,2.392532892303734e-05,3.435496909242919e-05,6.594216151081201e-05,0.0022281980937971227
K00692,0.005039326637634074,0.0,0.0044514360335513444,0.0,0.0018497267789856294,0.004166361812617631,0.0,0.002215264466112668
K02204,0.0,0.003733497945692292,5.892177609720081e-06,0.0,3.937903289101849e-05,0.01171159914086247,0.0,0.0022129097567222143
K21285,0.012110580684675494,0.0,0.0,0.0,0.0033421090604909606,1.7719314319257797e-05,0.0,0.0022100584370693876
K11614,0.0018423151600280476,0.0,0.0002139404413099982,0.011733764879809754,0.0009073600967210368,0.0006563632663423006,5.558945785074203e-06,0.0021941861128566015
K14657,0.0,6.486057796428353e-05,0.0005525034542932407,0.004611136592366804,2.2796346393972523e-05,0.0066841588003469805,0.0030881196983724166,0.0021462250671053854
K09949,0.006555161392629719,1.420101295257354e-06,0.0015325816999705308,0.0013333271808600878,0.001058751863688805,0.0023106931680088906,0.002026381679104085,0.002116902440793911
K06338,0.0,0.0,0.0,0.0,0.014727889654215414,0.0,0.0,0.002103984236316488
K09960,0.012211711726531738,0.00010468770973048382,0.0,0.0,1.6501457886723227e-05,0.002194035274420456,4.389485305673472e-05,0.0020815472888037335
K22605,0.0,0.0,0.0027239581463997108,0.0,0.00034345821422261674,0.011493334357036127,6.009815979147866e-06,0.0020809657905196577
K01387,0.0,0.0,0.010442838907303268,0.0,0.0007859239007127661,0.002929133123496878,1.5848524527496312e-05,0.002024820636577201
K11130,0.008658659698544765,0.0,3.250401387172842e-05,0.0038883284104659463,2.846596654718301e-05,3.515438864170748e-05,0.001516072752935912,0.002022740747286749
K02133,0.0,0.014098525029300887,0.0,0.0,0.0,0.0,0.0,0.002014075004185841
K21400,0.0,0.0,0.005298796509032469,0.0,0.00253113560383922,0.0,0.006066118073119978,0.001985150026570238
K17489,0.0007844785209428954,0.0,0.012078608303580114,0.0,0.0005035479929385604,0.0005098510836337066,0.0,0.0019823551287278967
K00424,0.0,0.005196717384770548,8.50563493954241e-05,0.0018115114656155097,4.284011402457318e-05,0.0,0.006469568508634131,0.0019436705460628837
K08359,0.012448755718134455,0.0004659850827348006,0.0,0.00023688684459847973,0.0002424535138390061,7.736162672208582e-05,0.00013319324696865964,0.0019435194332853552
K16916,0.0,0.0,0.0017383265851138028,0.0,0.0028150014051306032,0.005310601819156091,0.003720008665261267,0.0019405626392373948
K11706,0.0,0.0,0.006305491683272418,0.0,0.0072333365346664074,2.901609369817402e-05,0.0,0.001938263473091
K22711,0.0,0.01354248228658758,0.0,0.0,0.0,0.0,0.0,0.0019346403266553686
K11062,0.0,0.0,0.009786740599327694,0.0,4.6881302000399014e-05,0.003457310630089644,0.0,0.0018987046473453908
K18939,0.0,0.0,0.008485212083643433,0.0,0.004739837890499099,1.5315188797197492e-05,1.1174578246172946e-05,0.0018930771058837004
K00066,0.0016703461294071804,0.008602887991560322,0.0008508661783647665,0.0008477293178497092,3.175393637261938e-05,0.00035744343535325707,0.0008524755221473426,0.0018876432158650282
K19083,0.0,0.0,0.0029219624638640715,0.009769359572857692,0.000504819914112061,0.0,5.6960198551611005e-06,0.001885976852955569
K10231,0.0,0.0,0.010275038479098969,0.0006859177607029037,5.911290960399961e-06,0.002143194902023873,0.0,0.0018728660618265926
K11601,0.0,0.0,0.003626772114384515,0.0,0.004267332314650945,0.005136046057676782,0.0,0.00186145006953032
K07445,0.0,0.0,0.0,0.0,0.01286986071539205,0.0,0.0,0.0018385515307702929
K07044,0.0,0.009597129014011664,5.7790360588906825e-06,0.0,0.0,0.0,0.0031583050165805435,0.0018230304380930141
K11955,0.0007793178897271742,2.193091992832016e-05,0.0002235000493980122,0.00874146854472299,0.00032946109268286954,0.001731868203567971,0.000845261627152306,0.0018104011895970916
K15790,0.012419590721171134,2.1790645871253256e-05,0.0,1.1894501617220876e-05,0.0,5.957606278603986e-06,2.3686377984806015e-05,0.0017832742647032884
K18934,0.0,0.0,0.001813864895841108,0.0,0.010349619333132293,0.0,0.0003145820803757205,0.0017825809013355888
K21576,0.0,0.004538457203723775,0.0017045426820582574,0.00269770419920908,5.530568800091424e-06,0.0006350612035930579,0.002765290240451427,0.0017637980139765272
K14089,0.0,0.0,0.0001208100448054644,0.006520172324646047,0.0029920820899138286,0.0005892946876530622,0.00205089709424636,0.0017533223201806804
K12954,0.010602278901624957,0.0,0.0011016896140805,0.0,0.0,0.0005269125891582756,0.0,0.0017472687292662474
K09128,0.0,0.0,0.005785794344083009,0.0,0.006230952236967648,0.0,0.0,0.0017166780830072368
K08851,0.007728311968934606,0.0,0.0003550344864713104,0.0,0.0039027970323050015,0.0,0.0,0.0017123062125301311
K11633,0.0,0.0,0.0,0.005175411043872417,0.0010013127343720238,0.0,0.005759718406512347,0.001705206026393827
K22247,0.0060719738777758915,1.154414312262264e-05,0.00572430969829902,1.7251771526859417e-05,2.6882975571049875e-05,1.4945967997611192e-05,0.0,0.0016952726334704365
K22251,0.0059255410948876736,0.0,7.456301785548557e-05,0.0,0.0003039612081727969,0.00531109486013753,0.0,0.0016593085972933554
K02591,0.011446417463573375,3.069136158987494e-05,2.866215269858352e-05,0.0,0.0,0.0,0.00010166369391185135,0.0016582049531105264
K20811,0.0,0.0,0.00025879957682807124,0.008826420751437957,0.0006571477439611957,0.0002170707013179445,0.0016471693560396081,0.001658086875654968
K02164,0.0,0.011579705600030797,0.0,0.0,0.0,0.0,0.0,0.0016542436571472567
K18590,0.0,0.0,0.0007438291400817669,0.01049456936408753,3.7730315158825706e-05,0.0,0.000278757297727655,0.001650698016722254
K09137,0.0,0.0,0.010031974490464479,0.0,0.001432362679204028,0.0,0.0,0.0016377624528097867
K01269,0.0,0.004097939752477293,0.0005799654718574382,0.0,5.187391962754281e-06,0.006708303726409807,0.0,0.0016273423346724704
K07132,0.0016976326855090778,0.0,0.0005017124233258654,0.005801103233070476,0.000664342468253925,0.0018738022357981505,0.0008102650174893673,0.0016212654376352661
K03795,0.007260133985159073,0.0,0.00025477000710948507,0.0,0.0037773325476160324,0.0,0.0,0.0016131766485549415
K16323,0.005028628253765326,0.0,0.0013420339798502921,0.0023338683332719116,0.002529507510481395,0.0,4.8085982191426374e-05,0.0016117320085086218
K00955,0.0,0.003310185357934103,0.007183324874767191,0.0,0.00023440612698431856,0.0005217756562392787,0.0,0.0016070988594178415
K15913,0.0,0.0,0.0,0.0,0.004621982768216562,0.0,0.006500385156198803,0.0015889097034879093
K12685,0.001310881233109373,2.9424567402983462e-05,0.0002061668000491436,2.586994907471336e-05,2.2723312299692565e-05,0.009458140959650337,0.0,0.001579029545940892
K03821,0.0,0.005623629002283388,0.0,0.0,0.0004012768150328114,0.005019971049328384,0.0,0.0015778395523777975
K19178,0.0,0.0,0.0,0.004287084873015768,4.288393868271144e-05,0.0009445535914211877,0.005637657243569479,0.001558882806669878
K15520,0.0,0.0,0.001461178721918639,0.0,0.005204086484343977,0.004224082709997328,0.0,0.0015556211308942777
K07084,1.8882625300499635e-05,0.0003132609025385693,0.003780690914986986,0.0050127036751622936,4.21182342374705e-06,0.0016000252802597797,0.00013796114752853502,0.00155253376702863
K16566,0.0023593370268138064,2.4079143602151208e-05,0.0015339021792914874,3.802241902691072e-05,0.002034084913974302,0.004751260796470428,3.932380885906367e-05,0.0015400014697197356
K08700,0.0,2.988318385045058e-05,0.004127187115602766,0.0033181937089116265,1.1353978909712055e-05,5.676372217511097e-06,0.0032513054315181874,0.0015347999701443222
K03339,0.0,0.0,0.0008355765843805301,0.004403141784036036,0.0016053527982958589,0.0,0.003892084705012396,0.001533736553103546
K06418,0.0,1.2928602389824104e-05,0.0024909456276317582,0.007187076352759808,0.0,0.0,0.0010284533565727949,0.0015313434199077404
K02597,0.010550851721626151,9.661676826215864e-05,0.0,0.0,0.0,0.0,3.535154900521338e-05,0.0015261171484133606
K13019,0.0,0.0,0.009342583970182663,0.0,0.0011395194862037705,0.0,0.0,0.0014974433509123476
K18767............Tight,0.0,0.007242172983048729,0.0,0.0,0.0004739048905910793,0.0,0.0027312993589865228,0.0014924824618037615
K12988,0.0,0.0,0.004823483582384887,0.0,0.00042288674273796713,0.005164604381397119,0.0,0.0014872821009314248
K20742,0.008119566173407238,0.0,0.0,0.0,0.0010254588126852682,0.001048457369002711,0.00017806169468330256,0.00148164914996836
K17717,0.0,0.0,1.1413275083011116e-05,0.0,0.010345267271061198,0.0,0.0,0.0014795257923063156
K18244,0.004472443244544061,0.0,0.0002468684387243715,0.0,0.001323668361109874,0.004306991537140449,0.0,0.0014785673687883938
K15054,0.0,0.0,0.0010743330940716767,0.005156969836797581,0.00043076275262294027,0.0,0.0036505224835592528,0.00147322688100735
K09819,0.0,0.0,0.0036033811291437947,0.0,0.006694166440403595,2.94666961333628e-06,0.0,0.0014714991770229606
K00311,0.0,0.0,5.5364742251266574e-05,0.007583192042657447,0.0,0.0002956750712284054,0.0023275172989468277,0.0014659641650119923
K17245,0.010184472124554578,0.0,0.0,0.0,5.9173441347971344e-05,0.0,0.0,0.0014633779379860784
K20532,0.0,0.00012982317617932408,0.00995483014470056,1.679839498493986e-05,5.7782387739521344e-06,0.0,4.6518607143964665e-05,0.0014505355088261056
K23776,0.0,0.0,0.0,0.0,0.008803240537131355,0.0012600844783836169,0.0,0.0014376178593592818
K16961,0.0,1.6772245096257564e-05,1.9357020916665302e-05,0.00012048767377010026,4.4521435287295455e-05,0.00980102537201631,2.93189087752698e-05,0.0014330689508374138
K17884,0.0,0.0,0.0029939350638873365,0.0,0.0026115978059666435,0.0043483818046256,0.0,0.0014219878106399401
K04062,0.0,0.004984561879253319,9.067928175815979e-05,0.0033811735763248103,4.8671488336112665e-05,7.320188344551377e-05,0.0013605672742223868,0.0014198364833343286
K12993,0.0003328717354372976,0.0,1.5299460638406143e-05,0.0,1.017505188339894e-05,0.007991875026043446,0.0013156771692916175,0.0013808426347563091
K13016,0.0,0.0047494594787988575,0.0002774684541044926,0.0008998389667014364,9.989593212265666e-06,0.0017380475418542335,0.0018159828068283733,0.0013558266916428084
K07068,0.0,0.004082152487760373,0.0,0.004715021663442434,0.0,0.0006607651835084261,1.6509974912147143e-05,0.0013534927585176256
K07487,0.0,2.0253009355978443e-05,0.009333392611875225,4.2606372297070056e-05,4.945369664927934e-06,2.7897624070565015e-05,4.2907775739931e-05,0.0013531432518576712
K07097,0.004470954552874024,1.1716634667454343e-05,0.002157110438321713,2.8089219460036794e-05,0.0023725190818410014,0.00036145724801896954,1.6882840906023408e-05,0.0013455328594413174
K06985,0.0,0.004316770696195644,0.0,0.0,0.00013651233251144252,5.1039920773864385e-05,0.00485505264176767,0.0013370536558926598
K02274,0.0,0.0036341060785272756,0.005648803956200415,0.0,3.263196126217725e-05,1.0502305584272798e-05,0.0,0.00133229204308202
K19175,0.0,0.007192549748249855,0.00010635999269488039,0.0,3.174184119411195e-05,0.0015040340728317918,0.00028350993431452206,0.0013025993698978801
K02651,0.0,0.0024607255913511013,0.0006966440929923705,0.004883823556651055,5.137973725009275e-05,0.00029740901598249706,0.0006809723722938933,0.0012958506237887159
K01054,0.0,0.0,0.0,0.0,0.009044397796317223,0.0,0.0,0.0012920568280453176
K17910,0.0,4.725475337606746e-05,0.0003223141686120923,0.001969956619963743,0.0,0.0006214389808692145,0.006066576574617322,0.0012896487282054914
K19275............Tight,0.0,0.0013038065862519747,0.001426954384383533,0.002576845889231586,0.0,0.000938487960818484,0.0026941692310978016,0.001277180578826197
K14195,0.004405641156676015,0.0,0.002537494704845388,0.0,0.0007331800730967335,0.0012224437837536667,5.831607649983054e-06,0.0012720844751459696
K15521,0.0,0.0,0.004187226181063318,0.0,0.0017893018089286741,0.002714609867727889,0.0,0.0012415911225314117
K20387,0.0,0.0,0.006271072070917584,0.0,0.002398833126751205,0.0,0.0,0.0012385578853812557
K09007,0.008065004937490518,5.779305587309021e-06,0.0002464270407264632,0.0,8.592693169024509e-06,0.0001923948317083701,0.00013009615368362972,0.0012354707089093308
K21135,0.0,0.0,0.0,0.0,0.008561863382934172,0.0,0.0,0.0012231233404191675
K20386,0.0,0.0,0.003906959362710636,0.0,0.004627558673404461,0.0,0.0,0.0012192168623021567
K14340,0.0,0.0,5.950969669790528e-06,0.006022853329507269,0.0011936069151382385,0.0,0.0013091554394024717,0.0012187952362453958
K11521,0.00361631201310228,0.0,0.0013456417163072363,7.580435296817165e-06,0.0007938266487202383,3.855580247363878e-06,0.0027067005467140068,0.0012105595629125633
K07813,0.0,0.0,0.00243674243976476,0.0,0.0019558202288910104,0.0009033927373479275,0.0031539250286548724,0.0012071257763797958
K19047,0.000700225157569131,1.198551880020687e-05,1.0452135334666397e-05,0.006632462884033383,2.52972062031542e-05,0.0009943808339859853,7.151095215171327e-05,0.0012066163840111772
K06436,0.0,0.0,0.0028626591350518677,0.0,0.0018852647084827876,0.0036652462479556543,0.0,0.0012018814416414729
K16050,0.006054480075412997,0.0,0.001900150329410391,1.1095390877344495e-05,0.0004092401293657987,0.0,5.062628623676108e-06,0.0011971469362414583
K09931,0.002753430923676597,5.879002013259857e-06,0.0019709713082075656,4.840634856105848e-06,0.001952178560309959,0.0016783473587219243,7.552560714168069e-06,0.0011961714783570827
K08260,0.0,0.0,0.0041838470153855965,0.0,0.004187027636653045,0.0,0.0,0.0011958392360055202
K14998,0.0,0.0,0.0,0.0,0.00834876081226528,0.0,0.0,0.0011926801160378972
K05979,0.0,0.0,0.0031860716124837178,0.0,0.0029512710488542562,0.00217249281534865,0.0,0.001187119353812375
K23617,0.0,0.0,0.005223086069392812,0.0,0.003031929602534012,0.0,0.0,0.0011792879531324035
K00217,0.0,0.0,0.005588516023079383,0.0,0.002659032762957531,0.0,0.0,0.0011782212551481304
K00412,0.0,0.003763475842131116,0.0,0.0,0.00045515455025260426,0.0,0.004017557345085731,0.0011765982482099219
K05524,0.0,0.007821985621099582,0.000349734551785017,0.0,2.1583762641422656e-05,0.0,1.7137488817275223e-05,0.001172920203477614
K01576,0.0,5.721410122151744e-05,7.8327588473279e-05,7.699789758925789e-05,4.351837166949613e-05,0.007701808192785576,0.00013645125037924628,0.0011563310574454818
K20322............Tight,0.0,0.0,0.0006961122325346087,0.0,0.007352379224897379,0.0,5.756915616491855e-06,0.001150606910435497
K00822,0.0,0.0007908146205696936,0.0,0.0,0.00014302501357128393,0.007119915165502876,0.0,0.001150536399949122
K09165,0.0,0.0063969665528367066,0.0,0.0,0.0016380111103235105,0.0,0.0,0.0011478539518800309
K15739,0.0,0.0,0.0,0.0,0.008010901545405503,0.0,0.0,0.0011444145064865004
K10793,0.0,5.685709306463309e-06,0.006740190088278417,0.0004199846958293692,0.0001695205408307617,0.00014521903786760985,0.000499409358338629,0.0011400013472073213
K19132,0.006171898911277036,0.0,2.4921194783597055e-05,0.0,0.001764474306775512,0.0,0.0,0.0011373277732623064
K00038,0.0,0.0,0.00039667774005213357,0.0030541761913148594,0.004009960309916998,0.0,0.0004812203482214894,0.0011345763699293543
K18304,0.0,0.0063569175892485095,0.0,0.0,0.0015723245864820187,0.0,0.0,0.0011327488822472185
K21680,0.0,0.0,0.0,0.0,0.007865483128405251,0.0,0.0,0.001123640446915036
K18347,0.0,0.0,0.0,0.0,0.007807880746969459,0.0,0.0,0.0011154115352813513
K21053,0.0,0.0,0.0015051089894031605,0.0,0.0014327110404732913,0.0022808121942373676,0.002538370808383997,0.001108143290356831
K00253,0.0,0.0,0.0016818539316129145,0.0,0.0016206310174425285,0.004450484585482532,0.0,0.0011075670763625678
K20385,0.0,0.0,0.004302623770947365,0.0,0.0034299674837711246,0.0,0.0,0.0011046558935312127
K04719,0.0,0.0,0.0,0.0,0.00773244623607854,0.0,0.0,0.0011046351765826485
K00167,0.0,0.0,0.0016078729173538897,0.0,0.0015657346278302902,0.0020828820681891955,0.0024268703114905346,0.00109762284640913
K13488,0.0,0.0,0.0,0.0,0.007622729514144874,0.0,0.0,0.0010889613591635536
K16705,0.0030060622004372604,0.0,0.0,0.0,0.004468400519696764,0.00010605024371586651,2.2616096155442148e-05,0.0010861612942864762
K03229,0.0,0.0005210408029923486,0.0,0.0,0.00010340135961160317,0.006897626603477029,0.0,0.0010745812522972831
K19134,0.0,0.0,0.0,0.0,0.000558858336586468,0.000874619978928462,0.006067763172271091,0.0010716059268265743
K11636,0.0,0.0,0.0014384954377208955,0.0,0.00039597789838920785,0.003910456372256797,0.0017349196550220762,0.0010685499090555683
K06945,0.0,0.0,0.002034744957721884,0.0,0.003924587622672312,0.0015068413663633237,5.5559116039433595e-06,0.0010673899797659233
K13734,0.005538868879480403,4.264716858787748e-05,1.763647410439317e-05,0.0,0.0015766631317014833,0.00024226054296153739,0.0,0.001059725170976528
K20415,0.0,0.0,0.00025594130145697416,0.0,9.305359048106677e-05,2.1239262414167596e-05,0.0070328737662880385,0.0010575868458057496
K00996,0.00021838189201302296,2.3094676908312202e-05,5.711279548045378e-06,0.0,7.349543672456011e-05,0.0066083294342856504,0.0004233693429528503,0.001050340294633206
UNMAPPED,0.0,0.0,0.0,0.0,0.000979477254418978,0.0,0.006371873997794629,0.0010501930360305152
K03462,0.007134996568320443,6.229436880526046e-05,0.0,0.0,9.50329228958632e-05,0.0,1.1664986791767172e-05,0.0010434269781161905
K08605,0.0,0.0,0.0,0.0,0.003154892858066593,0.004064740469642202,1.5659400102267876e-05,0.0010336132468301517
K01750,0.0,0.0,0.0018262470479351838,0.0,0.0006622984398213046,0.0021993529929870575,0.002510964242827839,0.0010284089605101978
K01959,0.0,0.00044578901858278303,0.006615993483731806,0.0,0.00012276311053825427,0.0,0.0,0.0010263636589789777
K07719,5.836273441907244e-06,0.00010657472374219447,0.00013251798178814142,0.0066959316609986365,7.651979771974524e-05,4.495330120813657e-05,8.008467069294742e-05,0.0010203454870845298
K03222,0.0,0.005254524651625782,0.0,0.0,0.00038892292033339585,0.0014291693113201583,0.0,0.0010103738404684767
